 Fitness  Health Care  Wellness , Greater New York Area  East Coast  Northeastern US ,http://www.ondibs.com/ https://www.facebook.com/ondibs/ https://www.linkedin.com/company/dibs-technology-inc. https://twitter.com/getondibs https://twitter.com/getondibs ,"Dibs gives you quick and easy access to real-time pricing for the boutique fitness classes you want. Dibs is a platform (web and app) that makes it easy for the fitness industry to maximize revenues by pricing group classes (and eventually all visits) according to real-time demand instead of charging one price across the board, similar to the pricing that airlines use. <a aria-disabled=""false"" aria-label=""Discover more apps in the Crunchbase Marketplace"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" href=""https://www.crunchbase.com/marketplace/"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Marketplace Data </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Biotechnology  Medical  Medical Device , San Francisco Bay Area  Silicon Valley  West Coast ,http://www.dicemolecules.com/ https://www.linkedin.com/company/7600833 ,"​Founded in 2013, DiCE Molecules is developing a transformative platform for the discovery of novel small molecules directed against previously intractable targets in the pharmaceutical industry. Our core technology was invented by Stanford Professor Pehr Harbury, a 2005 recipient of the Macarthur ""genius"" award. In addition to Professor Harbury, the founding team includes Dr. Phil Patten, formerly of Maxygen, Achaogen, and DuPont, who serves as our Chief Scientific Officer; Dr. John Bedbrook, a renowned serial entrepreneur in the agricultural biotechnology space, who is the Chairman of the DiCE Board of Directors; and Dr. Kevin Judice, who served various leadership roles at Genentech, Theravance, and Achaogen prior to joining DiCE as CEO.​​​ <a aria-disabled=""false"" aria-label=""Discover more apps in the Crunchbase Marketplace"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" href=""https://www.crunchbase.com/marketplace/"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Marketplace Data </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Biotechnology  Genetics  Health Care  Pharmaceutical , Greater Boston Area  East Coast  New England ,https://www.google.com/finance?q=NASDAQ:DRNA http://www.dicerna.com http://www.facebook.com/pages/Dicerna-Pharmaceuticals/161494247201653 http://www.linkedin.com/company/dicerna-pharmaceuticals-inc. http://twitter.com/DicernaPharma https://www.google.com/finance?q=NASDAQ:DRNA https://www.google.com/finance?q=NASDAQ:DRNA http://twitter.com/DicernaPharma ,"Dicerna Pharmaceuticals, Inc., a biopharmaceutical company, develops therapeutic agents in various disease areas based on dicer substrate technology platform. The company offers RNA interference (RNAi)-targeted drugs and delivery systems for therapeutic areas of oncology and metabolic diseases. It also provides Dicer Substrate Technology, a second generation of gene silencing, which triggers RNAi and is used in therapeutic areas, including inflammation, immunology, and cardiovascular diseases. The company was founded in 2007 and is based in Watertown, Massachusetts. <a aria-disabled=""false"" aria-label=""Discover more apps in the Crunchbase Marketplace"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" href=""https://www.crunchbase.com/marketplace/"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Marketplace Data </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Employee Benefits  Insurance , Great Lakes ,,"Dickinson & Associates is an employee benefits insurance broker and consultant that offers a full range of group employee benefits products and consulting services to their business and individual clients throughout Canada. <a aria-disabled=""false"" aria-label=""Discover more apps in the Crunchbase Marketplace"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" href=""https://www.crunchbase.com/marketplace/"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Marketplace Data </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Health Care  Hospital , Great Lakes  Midwestern US ,http://www.dchs.org/ https://www.linkedin.com/company/408033/ ,"Dickinson County Healthcare System is a community hospital with a team of more than 90 active physicians and each year serves over 200,000 patients. DCHS employs more than 850 staff members, is the major employer in the Dickinson County area, and is a large contributor to the economic well being of our community. <a aria-disabled=""false"" aria-label=""Unlock Charts on profile when you subscribe to Crunchbase Pro!"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Charts </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Collaboration  Medical  Meeting Software  Security  Simulation , European Union (EU) ,https://www.dicolab.com https://www.facebook.com/dicolab https://www.linkedin.com/in/mels-nieuwenhoven-0678512?trk=hp-identity-name ,"Dicolab - creators of unique multi-mouse, multi-user software. Enabling easy and seamless interaction and collaboration between people on one and the same screen. Locally present and remote connecting participants co-review, co-create, co-decide and co-work in any application(s) or document(s). Delivering end-user multi-mouse tool, collaboration apps and multi-user technology to integrators and OEM partners. Recognized and named as 'Cool Vendor' by Gartner <a aria-disabled=""false"" aria-label=""Discover more apps in the Crunchbase Marketplace"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" href=""https://www.crunchbase.com/marketplace/"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Marketplace Data </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Cloud Infrastructure  Health Care  Medical , Greater New York Area  East Coast  Northeastern US ,https://ambrahealth.com http://www.facebook.com/ambrahealth https://www.linkedin.com/company/ambra-health/ http://twitter.com/ambrahealth http://twitter.com/ambrahealth ,"Ambra Health is a medical data and image management SaaS company. Intuitive, flexible, scalable and highly interoperable, the Ambra cloud platform is designed to serve as the backbone of imaging innovation and progress for healthcare providers. It empowers some of the largest health systems such as Memorial Hermann, Stanford Children’s Health and New England Baptist Hospital as well as radiology practices, subspecialty practices and clinical research organizations to dramatically improve imaging and collaborative care workflows. As expert partners, we listen to our customers, understand their needs, and apply our extensive knowledge to deliver innovative medical image management solutions for the future of healthcare, now. <a aria-disabled=""false"" aria-label=""Unlock Charts on profile when you subscribe to Crunchbase Pro!"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Charts </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 B2B  Dental  Medical , European Union (EU) ,http://www.dicomlab.com/ ,"DicomLab is developing digital medical technologies that offer a real alternative to traditional surgical interventions. The core of its team is comprised of clinical and research physicians, dentists, software engineers specializing in medical image processing, engineers and engineers committed to the vision of the company. DicomLab developed SMART Guide, a dental navigation system, which offers a fast, clean and simple solution for placing implants in the jaw. <a aria-disabled=""false"" aria-label=""Unlock Charts on profile when you subscribe to Crunchbase Pro!"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Charts </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Health Care  Speech Recognition ,,https://www.facebook.com/dragonnaturallyspeaking ,"Dictaphone is a program that uses speech recognition technology to assist in productivity. It is a provider of dictation, transcription, speech recognition and natural language processing systems in the healthcare market. <a aria-disabled=""false"" aria-label=""Unlock Charts on profile when you subscribe to Crunchbase Pro!"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Charts </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Health Care  Information Technology , European Union (EU) ,https://www.dictate.it https://www.linkedin.com/company/dictate-it ,"Founded in 2004, the company was devised by practising doctors to facilitate the large volume of administration and information handling associated with healthcare management. Dictate IT aims to make the job of dealing with patient data easier. Their solutions help trusts avoid time-consuming and expensive issues related to document production. Broken cassettes, poor quality recordings and insufficient resources all add to the bottlenecks that delay the timely release of documents. In contrast to older systems, outsourcing dictation uses digital technology and the latest devices, securing recordings in a crystal clear format. Recordings can be uploaded from anywhere within the organisation and are immediately sent for transcription in encrypted, digital form. Within 24 hours, documents are ready to be approved by clinicians and processed by the administration teams. <a aria-disabled=""false"" aria-label=""Unlock Charts on profile when you subscribe to Crunchbase Pro!"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Charts </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Medical Device , San Francisco Bay Area  West Coast  Western US ,http://www.dictumhealth.com/home https://www.facebook.com/dictumhealth https://www.linkedin.com/company/2777963/ https://twitter.com/DictumHealth https://twitter.com/DictumHealth ,"Experts in mobile, cloud and clinical sciences, Dictum Health SA is transforming the way telehealth is delivered by leveraging innovation and quality to provide the Next Evolution in the Continuum of healthcare. Their Dictum Health solution provides an FDA-Cleared, cyber secure, integrated medical tablet that delivers the clinical accuracy of an in-office exam. Their Virtual Exam Room hosts physician and patient visits over a secure video conference with simultaneous real-time health data streamed via Their HIPAA compliant cloud platform. They are reducing the cost of healthcare, while improving and simplifying the access to and quality of care, which provides clinically accurate, actionable insights for clinicians, caregivers, and patients alike. They believe in making innovation simple without sacrificing accuracy. <a aria-disabled=""false"" aria-label=""Unlock Charts on profile when you subscribe to Crunchbase Pro!"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Charts </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Health Care  Manufacturing  Medical Device , European Union (EU) ,http://www.didactic.fr/ https://www.facebook.com/didactic-440747406279027 ,"Didactic S.A. manufactures, sterilizes, and distributes one-time use sterile and non-sterile medical devices for private and public healthcare companies in France. It offers products under five product lines, namely, protection, perfusion, injection, urology, and care. The company's products include perfusion and transfusion equipment, tube extensions, sterile and unsterilized examination gloves, and urine collectors.  <a aria-disabled=""false"" aria-label=""Unlock Charts on profile when you subscribe to Crunchbase Pro!"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Charts </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Biotechnology  Extermination Service , Asia-Pacific (APAC)  Australasia ,http://www.diepest.net.au https://www.facebook.com/diepest.net ,"Pest Control Services. Die Pest use the latest chemical resources and innovations to deliver state-of-the-art pest removal services to Sydney and the surrounding suburbs. <a aria-disabled=""false"" aria-label=""Discover more apps in the Crunchbase Marketplace"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" href=""https://www.crunchbase.com/marketplace/"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Marketplace Data </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Apps  Personal Health  Women's , Great Lakes ,http://www.diempouch.com https://www.facebook.com/diempouch/ https://www.linkedin.com/company/diem-pouch https://twitter.com/rithmpouch https://twitter.com/rithmpouch ,"Diem pouch pairs with its smartphone app to help women take their birth control pill effectively.  While birth control pill companies will often advertise failure rates as low as 0.3%, the typical user (who may occasionally forget a pill or take their pill a few hours too late) experiences a 30 fold increase in the risk of getting pregnant. It is, therefore, essential to take the birth control pill at the same time every day. Diem will help women do just that. Diem has closed the open loop created by simple phone notifications. The Diem Pouch stores birth control pills and can detect if you have taken one. The pouch emits a soft glow daily to remind you that it's time to take your pill. Should you approach the end of the ideal time window to take your pill, the app will alert you on your phone until it has detected that a pill has been taken. If you still forget, Diem will give you advice on what to do next. Ultimately, Diem gives you the peace of mind that you are effectively taking your birth control pill. <a aria-disabled=""false"" aria-label=""Unlock Charts on profile when you subscribe to Crunchbase Pro!"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Charts </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Health Care  Veterinary , European Union (EU) ,https://dierenartsarnhem.nl/ ,"Dierenarts Arnhem is a four-site small animal practice located near Arnhem, in the Netherlands. Clinic for companion animals Arnhem employs around eight staff. The previous owners Drs. Caroline Stelma-van der Touw and Drs Kitty van der Zijden is continuing his post acquisition. <a aria-disabled=""false"" aria-label=""Unlock Charts on profile when you subscribe to Crunchbase Pro!"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Charts </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Health Care  Veterinary , European Union (EU) ,http://www.dierenkliniekdetweesprong.nl/ ,"Dierenkliniek de Tweesprong is owns and operates a veterinary clinic services. <a aria-disabled=""false"" aria-label=""Discover more apps in the Crunchbase Marketplace"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" href=""https://www.crunchbase.com/marketplace/"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Marketplace Data </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Veterinary , European Union (EU) ,https://www.dierenziekenhuisdrachten.nl/ ,"Dierenziekenhuis Drachten offers pet owners almost everything that is necessary for the optimal health and care of pets. <a aria-disabled=""false"" aria-label=""Unlock Charts on profile when you subscribe to Crunchbase Pro!"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Charts </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Health Care  Medical ,,https://www.dietandhealthsolutions.com/ https://twitter.com/mydietscore https://twitter.com/mydietscore ,"<a aria-disabled=""false"" aria-label=""Unlock Charts on profile when you subscribe to Crunchbase Pro!"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Charts </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Food and Beverage  Food Processing  Health Care , European Union (EU) ,https://www.dietchef.co.uk/ https://www.facebook.com/DietChef https://twitter.com/dietchef https://twitter.com/dietchef ,"Diet Chef Ltd is a home delivered diet company.  <a aria-disabled=""false"" aria-label=""Unlock Charts on profile when you subscribe to Crunchbase Pro!"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Charts </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Food and Beverage  Food Delivery  Health Care  Home Health Care  Nutrition  Organic Food  Personal Health  Wellness , Research Triangle  East Coast  Southern US ,https://dietdispatch.com ,"<a aria-disabled=""false"" aria-label=""Unlock Charts on profile when you subscribe to Crunchbase Pro!"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Charts </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Dietary Supplements  Nutrition  Wellness ,,http://www.dietreviewmonster.com/ https://www.facebook.com/diet-review-monster-794497317291470 https://www.twitter.com/dietreviewers https://www.twitter.com/dietreviewers ,"I am Sofia Harrison, living in Miami, Florida as a Sports and Nutrition Specialist! I here share my personal experience and customer's feedback and user reviews on best weight loss and Appetite suppressants they used! You can find me on Google Plus, Facebook and Twitter to get in touch! for more visit my website http://www.dietreviewmonster.com/ Thanks <a aria-disabled=""false"" aria-label=""Discover more apps in the Crunchbase Marketplace"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" href=""https://www.crunchbase.com/marketplace/"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Marketplace Data </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Dietary Supplements  Food and Beverage  Health Care  Wellness , European Union (EU)  Nordic Countries  Scandinavia ,http://www.diet4life.dk/ ,"Diet4life is working towards verifying whether protein hydrolysates have superior weight management abilities. Diet4life’s mission is to evaluate the long-term effects of regular protein intake in conjunction with certain food products and the suitability for being a dietary supplement. <a aria-disabled=""false"" aria-label=""Discover more apps in the Crunchbase Marketplace"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" href=""https://www.crunchbase.com/marketplace/"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Marketplace Data </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Apps  Health Care  Hospitality  Personal Health , Greater Philadelphia Area  Great Lakes  Northeastern US ,https://www.dineable.com http://www.facebook.com/dineable https://www.linkedin.com/company/18069264 https://twitter.com/dineable https://twitter.com/dineable ,"<a aria-disabled=""false"" aria-label=""Unlock Charts on profile when you subscribe to Crunchbase Pro!"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Charts </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Health Care  mHealth ,,https://www.tomadieta.com https://www.facebook.com/tomadietaweb https://www.twitter.com/tomadieta https://www.twitter.com/tomadieta ,"Portal web sin ánimo de lucro dedicado a la adquisición de hábitos saludables para mantener una vida sana. Hablamos de nutrición, de dietas para adelgazar, de ejercicios para estar en forma y mantenerse activo, remedios para perder peso y mucho más. <a aria-disabled=""false"" aria-label=""Unlock Charts on profile when you subscribe to Crunchbase Pro!"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Charts </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Food and Beverage  Food Delivery  Nutrition ,,https://www.dietavita.com/ https://www.facebook.com/DietaVitaShop/?rc=p ,"DietaVita is a nutrient-optimized diet drink powder for the preparation of meals for a weight-controlling diet. It helps you achieve your desired weight and gives you strength and energy so that losing weight really works. <a aria-disabled=""false"" aria-label=""Discover more apps in the Crunchbase Marketplace"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" href=""https://www.crunchbase.com/marketplace/"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Marketplace Data </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Customer Service  Service Industry  Wellness , Greater New York Area  East Coast  Northeastern US ,https://www.dietbet.com https://www.facebook.com/dietbet https://www.twitter.com/dietbet https://www.twitter.com/dietbet ,"<a aria-disabled=""false"" aria-label=""Discover more apps in the Crunchbase Marketplace"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" href=""https://www.crunchbase.com/marketplace/"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Marketplace Data </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Dietary Supplements  Health Care  Technical Support ,,http://www.dietbooster.com/ ,"Dietbooster is online habit and weight loss diary which does the calorie counting without any food logging and measures the personal effectiveness of any diet or dieting habit. Every morning Dietbooster gives feedback about the caloric balance, state of the fat metabolism (fats are burning or not) and recommendations for the day: eat less or exercise more, drink more or less water or allows to have a treat. Daily feedback allows dieters to understand causal relations between habits and results. Dietbooster measures and ranks the effectiveness of each individual habit, telling the user which are his/her unique TOP3 weight loss strenghts to focus on and TOP3 pitfalls to avoid. Knowing this dieters can lose weight faster with less effort and frustration.
Our customers are mid-aged dieters who are constantly struggling to lose weight - females restricting eating of favourite foods and males exercising for weight loss. <a aria-disabled=""false"" aria-label=""Discover more apps in the Crunchbase Marketplace"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" href=""https://www.crunchbase.com/marketplace/"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Marketplace Data </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Health Care  Nutrition  Software ,,https://dietbox.me/ https://www.facebook.com/dietbox.me https://www.linkedin.com/company/dietbox-me https://twitter.com/dietboxme https://twitter.com/dietboxme ,"<a aria-disabled=""false"" aria-label=""Unlock Charts on profile when you subscribe to Crunchbase Pro!"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Charts </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Medical Device ,,,"Priess is based in Moenchengladbach, Germany and is engaged in the distribution and sale of respiratory products. <a aria-disabled=""false"" aria-label=""Discover more apps in the Crunchbase Marketplace"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" href=""https://www.crunchbase.com/marketplace/"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Marketplace Data </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Diabetes  Health Care  Nutrition  Personal Health , Asia-Pacific (APAC) ,http://dietilicious.com http://www.facebook.com/Dietilicious/582349835136360 http://www.linkedin.com/company/3321187 http://twitter.com/Dietilicious1 http://twitter.com/Dietilicious1 ,"Dietilicious is an Ayurveda based Nutrition Consulting company based in Gurgaon with a focus on Health Promotion and Disease Prevention. We provide simple & easy diet plans which you can follow without any changes to your busy schedule. We provide diet plans for Weight Loss, Weight Gain, Thyroid, Hypertension, Diabetes, Dyslipidemia, Detox Therapies. <a aria-disabled=""false"" aria-label=""Unlock Charts on profile when you subscribe to Crunchbase Pro!"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Charts </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Apps  Fitness  Health Care  Mobile  Nutrition , European Union (EU) ,http://www.dietio.com http://www.facebook.com/Dietio-Mobile/414517445263011 http://twitter.com/Dietio http://twitter.com/Dietio ,"We are building Dietio Mobile. Dietio Mobile is a platform for personal trainers to use with their clients. It allows a personal trainer to set their client a detailed diet or exercise plan as well as stay in contact with them interactively throughout the day. Dietio Mobile helps a trainer track what their clients activities are away from their sessions to optimise results. It is a subscription based service, personal trainers pay on a monthly basis depending on their client number. <a aria-disabled=""false"" aria-label=""Discover more apps in the Crunchbase Marketplace"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" href=""https://www.crunchbase.com/marketplace/"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Marketplace Data </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Dietary Supplements  Health Care ,,http://dietkare.com ,"DietKare is working on increasing productivity and efficiency in hospitals by building domain specific products. <a aria-disabled=""false"" aria-label=""Discover more apps in the Crunchbase Marketplace"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" href=""https://www.crunchbase.com/marketplace/"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Marketplace Data </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Fitness  Health Care  Internet  Nutrition  Shopping  Sports , Asia-Pacific (APAC) ,http://www.dietkart.com http://www.facebook.com/Dietkart http://www.linkedin.com/company/dietkart http://twitter.com/dietkart http://twitter.com/dietkart ,"Dietkart is India's largest Online shopping store and one of the finest health food stores on the market,featuring great offers & best deals on beauty care, skin care, sports fitness, health & nutrition and a wide range of health & nutrition products at best prices .They are one of the leading health & nutrition stores in india because they are committed to offer wide range of branded high quality products for a range of diets at best prices . Browse their best deals on beauty care, skin care, sports fitness, health & nutrition and a wide range of health & nutrition products at affordable prices . <a aria-disabled=""false"" aria-label=""Unlock Charts on profile when you subscribe to Crunchbase Pro!"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Charts </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
