Endocrine, nutritional and metabolic diseases, sarcosinemia	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, gamt deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, glycine encephalopathy	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, α-ketoglutarate	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, carnosinemia	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, histidinemia	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, urocanic aciduria	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, hyperprolinemia	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, prolidase deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, hypervalinemia	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, isobutyryl-coa dehydrogenase deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, isoleucine	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, 2-methylbutyryl-coa dehydrogenase deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, beta-ketothiolase deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, hypermethioninemia	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, methylmalonyl-coa mutase deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, fumarate	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, phenylalanine	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, 6-pyruvoyltetrahydropterin synthase deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, tetrahydrobiopterin deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, tyrosinemia	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, hawkinsinuria	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, ocular albinism	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, norepinephrine	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, dopamine beta hydroxylase deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, brunner syndrome	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, hyperammonemia	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, argininemia	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, carbamoyl phosphate synthetase i deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, citrullinemia	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, n-acetylglutamate synthase deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, ornithine transcarbamylase deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, translocase deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, iminoglycinuria	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, fanconi syndrome	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, oculocerebrorenal syndrome	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, 2-hydroxyglutaric aciduria	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, aminoacylase 1 deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, ethylmalonic encephalopathy	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, fumarase deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, fatty-acid metabolism disorders	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, biotinidase deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, mitochondrial trifunctional protein deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, acute fatty liver of pregnancy	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, unsaturated	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, 2	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, 4 dienoyl-coa reductase deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, odd chain	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, 3-hydroxyacyl-coenzyme a dehydrogenase deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, glutaric acidemia type 2	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, malonic aciduria	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, sjögren–larsson syndrome	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, monosaccharide	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, e73–e74	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, 271	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, sucrose	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, disaccharide	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, congenital alactasia	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, sucrose intolerance	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, inborn errors of renal tubular transport	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, fructose malabsorption	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, fructose intolerance	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, galactosemia	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, galk deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, galt deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, gale deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, adult polyglucosan body disease	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, glycogenolysis	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, gsd type	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, triosephosphate isomerase deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, pyruvate kinase deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, fructose bisphosphatase deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, glucose-6-phosphate dehydrogenase deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, transaldolase deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, 6-phosphogluconate dehydrogenase deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, hyperoxaluria	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, primary hyperoxaluria	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, pentosuria	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, aldolase a deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, lysosomal storage diseases	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, tay–sachs disease	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, globoside	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, globotriaosylceramide	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, sphingomyelin	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, niemann–pick disease	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, smpd1-associated	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, sulfatidoses	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, leukodystrophy	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, metachromatic leukodystrophy	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, multiple sulfatase deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, galactocerebroside	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, krabbe disease	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, sphingosine	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, farber disease	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, ncl	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, infantile	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, jansky–bielschowsky disease	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, cerebrotendineous xanthomatosis	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, cholesteryl ester storage disease	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, lysosomal acid lipase deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, wolman disease	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, sea-blue histiocytosis	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, hurler-scheie syndrome	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, scheie syndrome	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, hunter syndrome	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, sanfilippo syndrome	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, morquio syndrome	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, maroteaux-lamy syndrome	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, sly syndrome	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, hyaluronidase deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, glycoproteinoses	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, dolichol kinase deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, congenital disorder of glycosylation	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, mucolipidosis	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, i-cell disease (ml ii),pseudo-hurler polydystrophy (ml iii),alpha-mannosidosis	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, beta-mannosidosis	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, schindler disease	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, salla disease	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, galactosialidosis	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, dyslipidemia	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, hyperlipidemia	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, hypercholesterolemia	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, hypertriglyceridemia	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, lipoprotein lipase deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, familial apoprotein cii deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, hypercholesterolemia	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, combined hyperlipidemia	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, familial dysbetalipoproteinemia	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, familial hypertriglyceridemia	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, xanthoma/xanthomatosis	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, hypolipoproteinemia	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, hypoalphalipoproteinemia/hdl	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, hypobetalipoproteinemia/ldl	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, abetalipoproteinemia	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, apolipoprotein b deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, chylomicron retention disease	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, barraquer–simons syndrome	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, adiposis dolorosa	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, lipoid proteinosis	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, apoa1 familial renal amyloidosis	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, purine–pyrimidine metabolism	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, 277.2	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, purine metabolism	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, adenylosuccinate lyase deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, adenosine monophosphate deaminase deficiency type 1	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, lesch–nyhan syndrome	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, hyperuricemia	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, adenine phosphoribosyltransferase deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, adenosine deaminase deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, purine nucleoside phosphorylase deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, mitochondrial neurogastrointestinal encephalopathy syndrome	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, pyrimidine metabolism	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, orotic aciduria	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, miller syndrome	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, dihydropyrimidine dehydrogenase deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, alad porphyria	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, gunther disease/congenital erythropoietic porphyria	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, harderoporphyria	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, hereditary hyperbilirubinemia	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, bilirubin	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, crigler–najjar syndrome	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, lucey–driscoll syndrome	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, dubin–johnson syndrome	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, rotor syndrome	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, genetic disorder	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, peroxisomal disorders	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, peroxisome biogenesis disorder	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, zellweger syndrome	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, neonatal adrenoleukodystrophy	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, infantile refsum disease	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, adult refsum disease-2	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, rcp 1	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, rcp 2&3	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, mevalonate kinase deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, d-bifunctional protein deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, adult refsum disease-1	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, x-linked adrenoleukodystrophy	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, danon disease	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, primary iron overload disorder	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, hemochromatosis/hfe1	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, iron overload/hfe4	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, atransferrinemia	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, hemosiderosis	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, cu	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, copper toxicity	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, copper deficiency	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, occipital horn syndrome	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, zinc toxicity	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, template:water-electrolyte imbalance and acid-base imbalance	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, hyperphosphatemia	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, hypophosphatemia	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, alkaline phosphatase	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, milk-alkali syndrome	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, calcinosis	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, calciphylaxis	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, calcinosis cutis	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, calcification	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, metastatic calcification	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, dystrophic calcification	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, familial hypocalciuric hypercalcemia	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, hypocalcaemia	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, albright's hereditary osteodystrophy	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, al amyloidosis	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, aa amyloidosis	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, aβ2m/haemodialysis-associated	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, agel/finnish type	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, aa/familial mediterranean fever	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, attr/transthyretin-related hereditary	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, aanf/isolated atrial	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, familial amyloid neuropathy	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, acys+abri/cerebral amyloid angiopathy	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, amyloidosis	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, amyloid purpura	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, acal/medullary thyroid cancer	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, apro/prolactinoma	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, aiapp/insulinoma	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, aiapp/diabetes mellitus type 2	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, acid–base imbalance	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, hypovolemia	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, hypervolemia	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, hypernatremia	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, salt poisoning	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, alcoholic ketoacidosis	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, hyperchloremic	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, renal tubular	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, respiratory	Endocrine, nutritional and metabolic diseases
Endocrine, nutritional and metabolic diseases, contraction alkalosis	Endocrine, nutritional and metabolic diseases
Genitourinary system, urinary tract infections	Genitourinary system
Genitourinary system, prostate hyperplasia	Genitourinary system
Genitourinary system, vaginal bleeding	Genitourinary system
Genitourinary system, glomerular abnormality	Genitourinary system
Genitourinary system, focal and segmental glomerular lesions	Genitourinary system
Genitourinary system, membranous glomerulonephritis	Genitourinary system
Genitourinary system, mesangial proliferative glomerulonephritis	Genitourinary system
Genitourinary system, endocapillary proliferative glomerulonephritis	Genitourinary system
Genitourinary system, mesangiocapillary glomerulonephritis	Genitourinary system
Genitourinary system, membranoproliferative glomerulonephritis	Genitourinary system
Genitourinary system, dense deposit disease	Genitourinary system
Genitourinary system, crescentic glomerulonephritis	Genitourinary system
Genitourinary system, extracapillary glomerulonephritis	Genitourinary system
Genitourinary system, proliferative glomerulonephritis	Genitourinary system
Genitourinary system, acute nephritic syndrome	Genitourinary system
Genitourinary system, nephritic syndrome	Genitourinary system
Genitourinary system, haematuria	Genitourinary system
Genitourinary system, chronic nephritic syndrome	Genitourinary system
Genitourinary system, nephrotic syndrome	Genitourinary system
Genitourinary system, lipoid nephrosis	Genitourinary system
Genitourinary system, isolated proteinuria	Genitourinary system
Genitourinary system, hereditary nephropathy	Genitourinary system
Genitourinary system, glomerular	Genitourinary system
Genitourinary system, acute	Genitourinary system
Genitourinary system, tubulo-interstitial nephritis	Genitourinary system
Genitourinary system, pyelonephritis	Genitourinary system
Genitourinary system, chronic	Genitourinary system
Genitourinary system, nonobstructive reflux-associated chronic pyelonephritis	Genitourinary system
Genitourinary system, chronic obstructive pyelonephritis	Genitourinary system
Genitourinary system, interstitial nephritis	Genitourinary system
Genitourinary system, pyelitis	Genitourinary system
Genitourinary system, hydronephrosis	Genitourinary system
Genitourinary system, ureteropelvic	Genitourinary system
Genitourinary system, ureteral	Genitourinary system
Genitourinary system, stricture	Genitourinary system
Genitourinary system, renal	Genitourinary system
Genitourinary system, calculous	Genitourinary system
Genitourinary system, hydroureter	Genitourinary system
Genitourinary system, kinking	Genitourinary system
Genitourinary system, ureter	Genitourinary system
Genitourinary system, pyonephrosis	Genitourinary system
Genitourinary system, vesicoureteral-reflux-associated uropathy	Genitourinary system
Genitourinary system, reflux uropathy	Genitourinary system
Genitourinary system, balkan nephropathy	Genitourinary system
Genitourinary system, balkan endemic nephropathy	Genitourinary system
Genitourinary system, perinephric abscess	Genitourinary system
Genitourinary system, renal tubulo-interstitial diseases	Genitourinary system
Genitourinary system, renal tubulo-interstitial disease	Genitourinary system
Genitourinary system, infection of kidney	Genitourinary system
Genitourinary system, acute renal failure	Genitourinary system
Genitourinary system, tubular necrosis	Genitourinary system
Genitourinary system, acute cortical necrosis	Genitourinary system
Genitourinary system, medullary necrosis	Genitourinary system
Genitourinary system, chronic renal failure	Genitourinary system
Genitourinary system, renal failure	Genitourinary system
Genitourinary system, calculus	Genitourinary system
Genitourinary system, kidney	Genitourinary system
Genitourinary system, nephrolithiasis	Genitourinary system
Genitourinary system, urinary calculus	Genitourinary system
Genitourinary system, renal osteodystrophy	Genitourinary system
Genitourinary system, azotaemic osteodystrophy	Genitourinary system
Genitourinary system, phosphate-losing tubular disorders	Genitourinary system
Genitourinary system, nephrogenic diabetes insipidus	Genitourinary system
Genitourinary system, lightwood-albright syndrome	Genitourinary system
Genitourinary system, renal tubular acidosis	Genitourinary system
Genitourinary system, secondary hyperparathyroidism	Genitourinary system
Genitourinary system, contracted kidney	Genitourinary system
Genitourinary system, small kidney	Genitourinary system
Genitourinary system, ischaemia	Genitourinary system
Genitourinary system, infarction	Genitourinary system
Genitourinary system, hypertrophy of kidney	Genitourinary system
Genitourinary system, megaloureter	Genitourinary system
Genitourinary system, nephroptosis	Genitourinary system
Genitourinary system, pyeloureteritis	Genitourinary system
Genitourinary system, ureteritis	Genitourinary system
Genitourinary system, ureterocele	Genitourinary system
Genitourinary system, cystitis	Genitourinary system
Genitourinary system, acute cystitis	Genitourinary system
Genitourinary system, interstitial cystitis	Genitourinary system
Genitourinary system, chronic cystitis	Genitourinary system
Genitourinary system, trigonitis	Genitourinary system
Genitourinary system, irradiation cystitis	Genitourinary system
Genitourinary system, neuromuscular dysfunction of bladder	Genitourinary system
Genitourinary system, uninhibited neuropathic bladder	Genitourinary system
Genitourinary system, reflex neuropathic bladder	Genitourinary system
Genitourinary system, flaccid neuropathic bladder	Genitourinary system
Genitourinary system, neurogenic bladder	Genitourinary system
Genitourinary system, bladder-neck obstruction	Genitourinary system
Genitourinary system, vesicointestinal fistula	Genitourinary system
Genitourinary system, vesical fistula	Genitourinary system
Genitourinary system, rupture of bladder	Genitourinary system
Genitourinary system, bladder disorder	Genitourinary system
Genitourinary system, urethritis	Genitourinary system
Genitourinary system, urethral syndrome	Genitourinary system
Genitourinary system, urethral abscess	Genitourinary system
Genitourinary system, nongonococcal urethritis	Genitourinary system
Genitourinary system, urethral stricture	Genitourinary system
Genitourinary system, urethral fistula	Genitourinary system
Genitourinary system, urethral diverticulum	Genitourinary system
Genitourinary system, urethral caruncle	Genitourinary system
Genitourinary system, prolapsed urethral mucosa	Genitourinary system
Genitourinary system, other specified disorders of urethra	Genitourinary system
Genitourinary system, urethral disorder	Genitourinary system
Genitourinary system, urinary tract infection	Genitourinary system
Genitourinary system, proteinuria	Genitourinary system
Genitourinary system, orthostatic proteinuria	Genitourinary system
Genitourinary system, stress incontinence	Genitourinary system
Genitourinary system, urinary incontinence	Genitourinary system
Genitourinary system, overflow incontinence	Genitourinary system
Genitourinary system, reflex incontinence	Genitourinary system
Genitourinary system, urge incontinence	Genitourinary system
Genitourinary system, hyperplasia	Genitourinary system
Genitourinary system, prostate	Genitourinary system
Genitourinary system, inflammatory diseases of prostate	Genitourinary system
Genitourinary system, hydrocele	Genitourinary system
